Origin,Destination,Distance,Time
30,104,1132,200
30,105,1152,203
30,106,182,30
30,107,1547,277
30,108,705,125
30,109,1087,189
30,110,1087,189
30,111,550,98
30,112,740,133
30,113,425,75
30,114,1030,182
30,115,476,85
30,116,505,88
30,117,597,105
30,118,1459,260
30,119,982,172
30,120,510,89
30,121,1223,216
30,122,529,94
30,123,2209,386
30,124,1119,291
30,125,697,125
30,126,623,109
30,127,27,5
30,128,1280,228
30,129,510,89
30,130,539,95
31,1,892,183
31,2,753,132
31,3,753,132
31,4,294,53
31,5,1354,233
31,6,1354,233
31,7,378,68
31,8,605,105
31,9,196,36
31,10,920,160
31,11,920,160
31,12,534,92
31,13,344,61
31,14,730,128
31,15,378,68
31,16,676,118
31,17,1379,239
31,18,567,97
31,19,1246,217
31,20,1241,215
31,21,1181,204
31,22,499,90
31,23,124,23
31,24,18,3
31,25,785,138
31,26,32,6
31,27,1067,184
31,28,696,122
31,29,1215,211
31,30,1450,253
31,32,1337,231
31,33,1232,213
31,34,690,121
31,35,405,74
31,36,1014,243
31,37,1410,247
31,38,853,146
31,39,1440,252
31,40,631,107
31,41,584,102
31,42,938,163
31,43,550,95
31,44,632,114
31,45,572,97
31,46,572,97
31,47,989,174
31,48,724,128
31,49,831,145
31,50,789,136
31,51,599,105
31,52,1193,207
31,53,286,50
31,54,1686,338
31,55,137,24
31,56,778,135
31,57,618,108
31,58,812,141
31,59,805,139
31,60,1631,328
31,61,1032,181
31,62,449,82
31,63,1379,239
31,64,804,143
31,65,1426,250
31,66,1426,250
31,67,1038,182
31,68,1189,206
31,69,564,101
31,70,1062,186
31,71,913,228
31,72,26,5
31,73,793,137
31,74,382,69
31,75,1004,175
31,76,1118,193
31,77,1239,262
31,78,1239,262
31,79,710,126
31,80,1718,346
31,81,955,166
31,82,948,165
31,83,446,77
31,84,554,99
31,85,154,28
31,86,855,217
31,87,955,166
31,88,772,129
31,89,106,20
31,90,567,97
31,91,693,179
31,92,888,156
31,93,1294,226
31,94,1020,167
31,95,1191,206
31,96,1150,201
31,97,1309,227
31,98,661,117
31,99,1260,218
31,100,922,229
31,101,1218,212
31,102,932,160
31,103,630,108
31,104,584,101
31,105,604,104
31,106,1340,231
31,107,25,5
31,108,795,136
31,109,644,110
31,110,644,110
31,111,1426,250
31,112,939,191
31,113,1181,204
31,114,430,78
31,115,1352,237
31,116,1016,176
31,117,925,161
31,118,470,84
31,119,931,164
31,120,1012,175
31,121,367,66
31,122,1285,223
31,123,685,117
31,124,717,152
31,125,966,170
31,126,899,156
31,127,1478,258
31,128,465,81
31,129,1012,175
31,130,1295,224
32,1,630,113
32,2,583,101
32,3,583,101
32,4,976,172
32,5,16,3
32,6,16,3
32,7,896,157
32,8,802,141
32,9,1552,275
32,10,416,71
32,11,416,71
32,12,1236,218
32,13,1061,186
32,14,776,133
32,15,896,157
32,16,661,115
32,17,108,19
32,18,1270,223
32,19,260,45
32,20,384,66
32,21,156,26
32,22,1245,221
32,23,1436,254
32,24,1319,235
32,25,674,119
32,26,1368,244
32,27,269,45
32,28,641,112
32,29,358,62
32,30,179,33
32,31,1337,238
32,33,181,30
32,34,887,157
32,35,1366,240
32,36,2003,420
32,37,424,75
32,38,492,87
32,39,454,80
32,40,1798,312
32,41,750,133
32,42,398,68
32,43,787,139
32,44,842,148
32,45,1928,336
32,46,1928,336
32,47,445,80
32,48,793,139
32,49,506,87
32,50,651,116
32,51,737,129
32,52,336,58
32,53,1273,226
32,54,2454,478
32,55,1200,213
32,56,1945,340
32,57,809,143
32,58,605,107
32,59,613,109
32,60,2509,487
32,61,431,75
32,62,1321,232
32,63,164,29
32,64,667,116
32,65,440,78
32,66,440,78
32,67,437,76
32,68,332,57
32,69,943,169
32,70,461,80
32,71,800,200
32,72,1362,243
32,73,625,111
32,74,1226,216
32,75,368,66
32,76,219,37
32,77,1941,388
32,78,1941,388
32,79,779,137
32,80,2420,472
32,81,659,116
32,82,388,66
32,83,1802,316
32,84,953,170
32,85,1509,267
32,86,742,189
32,87,659,116
32,88,1474,255
32,89,1461,259
32,90,1270,223
32,91,1682,374
32,92,693,120
32,93,250,45
32,94,1723,293
32,95,147,25
32,96,222,40
32,97,107,19
32,98,730,128
32,99,78,14
32,100,1911,406
32,101,154,28
32,102,412,72
32,103,993,173
32,104,947,166
32,105,967,169
32,106,125,21
32,107,1362,243
32,108,520,91
32,109,902,155
32,110,902,155
32,111,440,78
32,112,630,113
32,113,156,26
32,114,845,148
32,115,366,65
32,116,320,54
32,117,412,71
32,118,1274,226
32,119,698,121
32,120,325,55
32,121,1038,182
32,122,83,15
32,123,2024,352
32,124,1011,205
32,125,587,105
32,126,438,75
32,127,207,38
32,128,1095,194
32,129,325,55
32,130,93,16
33,1,449,83
33,2,478,85
33,3,478,85
33,4,871,156
33,5,164,28
33,6,164,28
33,7,791,141
33,8,697,125
33,9,1447,259
33,10,311,55
33,11,311,55
33,12,1131,202
33,13,956,170
33,14,671,117
33,15,791,141
33,16,555,99
33,17,147,26
33,18,1165,207
33,19,79,15
33,20,216,40
33,21,135,25
33,22,1140,205
33,23,1331,238
33,24,1214,219
33,25,722,126
33,26,1263,228
33,27,164,29
33,28,536,96
33,29,242,45
33,30,218,40
33,31,1232,222
33,32,181,31
33,34,782,141
33,35,1261,224
33,36,1822,390
33,37,243,45
33,38,387,71
33,39,273,50
33,40,1693,296
33,41,645,117
33,42,293,52
33,43,681,123
33,44,737,132
33,45,1823,320
33,46,1823,320
33,47,446,81
33,48,688,123
33,49,401,71
33,50,470,86
33,51,632,113
33,52,231,42
33,53,1168,210
33,54,2349,462
33,55,1095,197
33,56,1840,324
33,57,704,127
33,58,424,77
33,59,432,79
33,60,2404,471
33,61,326,59
33,62,1216,216
33,63,147,26
33,64,562,100
33,65,259,48
33,66,259,48
33,67,332,60
33,68,227,41
33,69,838,153
33,70,356,64
33,71,619,170
33,72,1257,227
33,73,444,81
33,74,1121,200
33,75,345,63
33,76,114,21
33,77,1836,372
33,78,1836,372
33,79,674,121
33,80,2315,456
33,81,478,86
33,82,283,50
33,83,1697,300
33,84,848,154
33,85,1404,251
33,86,561,159
33,87,478,86
33,88,1369,239
33,89,1356,243
33,90,1165,207
33,91,1501,344
33,92,588,104
33,93,409,73
33,94,1617,277
33,95,145,27
33,96,376,69
33,97,263,48
33,98,625,112
33,99,214,39
33,100,1730,376
33,101,309,56
33,102,307,56
33,103,888,157
33,104,842,150
33,105,862,153
33,106,108,18
33,107,1257,227
33,108,415,75
33,109,797,139
33,110,797,139
33,111,259,48
33,112,449,83
33,113,135,25
33,114,740,132
33,115,185,35
33,116,215,38
33,117,307,55
33,118,1169,210
33,119,856,149
33,120,220,39
33,121,933,166
33,122,239,44
33,123,1919,336
33,124,624,189
33,125,406,75
33,126,333,59
33,127,246,45
33,128,990,178
33,129,220,39
33,130,249,45
34,1,1167,208
34,2,304,55
34,3,304,55
34,4,635,111
34,5,904,156
34,6,904,156
34,7,555,96
34,8,85,16
34,9,905,162
34,10,471,83
34,11,471,83
34,12,589,105
34,13,720,125
34,14,40,7
34,15,555,96
34,16,227,41
34,17,929,162
34,18,622,110
34,19,797,140
34,20,792,138
34,21,731,127
34,22,904,160
34,23,789,141
34,24,672,122
34,25,96,17
34,26,721,131
34,27,618,107
34,28,246,45
34,29,766,134
34,30,1000,173
34,31,690,125
34,32,887,154
34,33,782,136
34,35,1114,200
34,36,1722,369
34,37,961,170
34,38,472,80
34,39,991,175
34,40,1151,199
34,41,901,162
34,42,489,86
34,43,139,26
34,44,501,87
34,45,1281,223
34,46,1281,223
34,47,327,56
34,48,67,12
34,49,381,68
34,50,844,151
34,51,150,28
34,52,744,130
34,53,626,113
34,54,1807,365
34,55,553,100
34,56,1298,227
34,57,960,172
34,58,890,160
34,59,882,158
34,60,1862,374
34,61,582,104
34,62,987,177
34,63,929,162
34,64,147,27
34,65,977,173
34,66,977,173
34,67,588,105
34,68,740,129
34,69,810,141
34,70,612,109
34,71,1337,295
34,72,715,130
34,73,870,156
34,74,892,161
34,75,555,98
34,76,668,116
34,77,1294,275
34,78,1294,275
34,79,53,10
34,80,1773,359
34,81,1196,211
34,82,499,88
34,83,1155,203
34,84,799,139
34,85,862,154
34,86,1279,284
34,87,1196,211
34,88,826,142
34,89,814,146
34,90,622,110
34,91,1402,305
34,92,108,19
34,93,690,120
34,94,1075,180
34,95,741,129
34,96,701,124
34,97,859,150
34,98,82,15
34,99,810,141
34,100,1630,355
34,101,769,135
34,102,551,94
34,103,160,27
34,104,206,35
34,105,186,31
34,106,890,154
34,107,715,130
34,108,414,70
34,109,144,24
34,110,144,24
34,111,977,173
34,112,1167,208
34,113,731,127
34,114,504,87
34,115,903,160
34,116,567,99
34,117,475,84
34,118,933,165
34,119,242,43
34,120,562,98
34,121,697,121
34,122,835,146
34,123,1377,239
34,124,1162,234
34,125,1124,200
34,126,449,79
34,127,1028,178
34,128,448,81
34,129,562,98
34,130,845,147
35,1,767,160
35,2,807,139
35,3,807,139
35,4,635,111
35,5,1383,235
35,6,1383,235
35,7,470,84
35,8,1029,177
35,9,209,36
35,10,950,162
35,11,950,162
35,12,735,124
35,13,305,54
35,14,1154,200
35,15,470,84
35,16,885,153
35,17,1408,241
35,18,768,129
35,19,1275,219
35,20,1090,187
35,21,1210,206
35,22,285,51
35,23,325,55
35,24,423,73
35,25,1051,179
35,26,374,64
35,27,1097,186
35,28,865,150
35,29,1063,183
35,30,1479,255
35,31,405,70
35,32,1366,233
35,33,1261,215
35,34,1114,193
35,36,754,195
35,37,1196,207
35,38,919,157
35,39,1226,212
35,40,833,139
35,41,632,111
35,42,968,165
35,43,975,167
35,44,724,130
35,45,383,61
35,46,383,61
35,47,1018,175
35,48,1148,200
35,49,860,147
35,50,836,145
35,51,1024,177
35,52,1222,209
35,53,488,82
35,54,1427,290
35,55,479,82
35,56,980,167
35,57,573,101
35,58,882,154
35,59,874,152
35,60,1372,280
35,61,951,162
35,62,44,8
35,63,1408,241
35,64,891,153
35,65,1212,210
35,66,1212,210
35,67,945,161
35,68,1218,208
35,69,439,78
35,70,921,157
35,71,788,205
35,72,380,66
35,73,862,150
35,74,144,25
35,75,1034,177
35,76,1147,195
35,77,1284,284
35,78,1284,284
35,79,1134,198
35,80,1460,296
35,81,1025,179
35,82,978,167
35,83,257,41
35,84,429,76
35,85,252,43
35,86,730,194
35,87,1025,179
35,88,973,161
35,89,300,51
35,90,768,129
35,91,434,131
35,92,917,157
35,93,1375,238
35,94,1221,199
35,95,1220,208
35,96,1180,203
35,97,1338,229
35,98,1085,189
35,99,1289,220
35,100,662,181
35,101,1248,214
35,102,997,171
35,103,1054,180
35,104,1008,173
35,105,1028,176
35,106,1369,233
35,107,380,66
35,108,887,152
35,109,1068,182
35,110,1068,182
35,111,1212,210
35,112,814,168
35,113,1210,206
35,114,521,94
35,115,1138,197
35,116,1046,178
35,117,954,163
35,118,256,45
35,119,1355,236
35,120,1041,177
35,121,329,59
35,122,1314,225
35,123,887,149
35,124,592,129
35,125,810,167
35,126,928,158
35,127,1507,260
35,128,666,113
35,129,1041,177
35,130,1324,226
36,1,1342,317
36,2,1862,387
36,3,1862,387
36,4,1102,274
36,5,2011,425
36,6,2011,425
36,7,1390,326
36,8,1714,360
36,9,612,187
36,10,1675,369
36,11,1675,369
36,12,1210,271
36,13,924,243
36,14,1839,383
36,15,1390,326
36,16,1785,373
36,17,2036,431
36,18,1176,265
36,19,1903,409
36,20,1703,375
36,21,1838,396
36,22,904,240
36,23,728,206
36,24,826,224
36,25,1894,393
36,26,777,215
36,27,1724,376
36,28,1805,377
36,29,1676,371
36,30,2107,445
36,31,808,221
36,32,1994,423
36,33,1889,405
36,34,1799,376
36,35,620,189
36,37,1809,395
36,38,1532,345
36,39,1839,400
36,40,425,137
36,41,1244,299
36,42,1657,366
36,43,1378,318
36,44,1644,372
36,45,236,121
36,46,236,121
36,47,1810,395
36,48,1833,383
36,49,1940,400
36,50,1449,333
36,51,1708,360
36,52,1686,373
36,53,890,233
36,54,566,95
36,55,945,245
36,56,278,108
36,57,1186,289
36,58,1495,342
36,59,1487,340
36,60,510,85
36,61,1564,350
36,62,664,197
36,63,2036,431
36,64,1913,398
36,65,1825,398
36,66,1825,398
36,67,1557,349
36,68,1690,374
36,69,1136,281
36,70,1533,345
36,71,1363,362
36,72,783,217
36,73,1475,338
36,74,763,214
36,75,1709,377
36,76,1775,385
36,77,916,183
36,78,916,183
36,79,1819,381
36,80,599,101
36,81,1638,367
36,82,1647,364
36,83,363,143
36,84,1146,282
36,85,654,194
36,86,1305,351
36,87,1638,367
36,88,972,228
36,89,702,202
36,90,1176,265
36,91,1471,259
36,92,1997,411
36,93,1999,428
36,94,987,254
36,95,1848,398
36,96,1855,403
36,97,1966,419
36,98,1770,372
36,99,1917,410
36,100,218,39
36,101,1923,414
36,102,1610,359
36,103,1457,331
36,104,1411,324
36,105,1431,327
36,106,1997,423
36,107,783,217
36,108,1560,351
36,109,1471,333
36,110,1471,333
36,111,1825,398
36,112,1389,325
36,113,1838,396
36,114,1442,336
36,115,1751,385
36,116,1673,368
36,117,1670,369
36,118,875,234
36,119,2040,419
36,120,1669,367
36,121,948,248
36,122,1942,415
36,123,423,135
36,124,1167,286
36,125,1385,324
36,126,2008,411
36,127,2135,450
36,128,1069,264
36,129,1669,367
36,130,1952,416
37,1,206,38
37,2,768,134
37,3,768,134
37,4,923,163
37,5,937,160
37,6,937,160
37,7,683,124
37,8,986,174
37,9,1271,227
37,10,601,104
37,11,601,104
37,12,1420,251
37,13,699,128
37,14,815,140
37,15,683,124
37,16,845,148
37,17,962,166
37,18,1454,256
37,19,163,147
37,20,107,83
37,21,764,131
37,22,778,142
37,23,1620,287
37,24,975,175
37,25,866,149
37,26,1024,184
37,27,650,111
37,28,825,145
37,29,133,88
37,30,1033,180
37,31,993,178
37,32,920,158
37,33,815,140
37,34,1071,190
37,35,1062,191
37,36,1579,345
37,38,458,80
37,39,30,5
37,40,1982,345
37,41,432,79
37,42,583,101
37,43,971,172
37,44,789,139
37,45,1445,252
37,46,1445,252
37,47,736,130
37,48,977,172
37,49,690,120
37,50,227,41
37,51,922,162
37,52,155,91
37,53,1457,259
37,54,2031,421
37,55,950,169
37,56,1472,385
37,57,490,89
37,58,181,32
37,59,189,34
37,60,2196,448
37,61,490,85
37,62,1018,183
37,63,962,166
37,64,706,123
37,65,17,3
37,66,17,3
37,67,483,84
37,68,159,92
37,69,624,115
37,70,459,80
37,71,377,125
37,72,1018,183
37,73,201,36
37,74,919,166
37,75,635,112
37,76,701,120
37,77,2125,421
37,78,2125,421
37,79,963,170
37,80,1998,415
37,81,235,41
37,82,573,99
37,83,1319,232
37,84,634,116
37,85,1314,234
37,86,319,115
37,87,235,41
37,88,1658,288
37,89,1099,198
37,90,1454,256
37,91,1258,299
37,92,732,127
37,93,925,163
37,94,1907,326
37,95,774,133
37,96,781,138
37,97,892,154
37,98,914,161
37,99,843,145
37,100,1487,331
37,101,849,149
37,102,536,94
37,103,1177,206
37,104,1131,199
37,105,1151,202
37,106,923,158
37,107,1018,183
37,108,486,86
37,109,1086,188
37,110,1086,188
37,111,17,3
37,112,206,38
37,113,764,131
37,114,735,134
37,115,58,53
37,116,599,103
37,117,596,104
37,118,807,147
37,119,1016,176
37,120,595,102
37,121,676,124
37,122,868,150
37,123,2208,385
37,124,381,144
37,125,163,30
37,126,622,108
37,127,1061,185
37,128,1279,227
37,129,595,102
37,130,878,151
38,1,484,88
38,2,340,61
38,3,340,61
38,4,555,100
38,5,509,87
38,6,509,87
38,7,475,85
38,8,558,101
38,9,1308,235
38,10,173,31
38,11,173,31
38,12,992,178
38,13,640,114
38,14,447,77
38,15,475,85
38,16,417,75
38,17,534,93
38,18,1026,183
38,19,401,71
38,20,171,31
38,21,336,58
38,22,634,116
38,23,1192,214
38,24,835,148
38,25,498,86
38,26,884,157
38,27,222,38
38,28,397,72
38,29,144,26
38,30,605,107
38,31,853,151
38,32,492,85
38,33,387,67
38,34,472,82
38,35,918,165
38,36,1563,342
38,37,278,50
38,39,308,55
38,40,1554,272
38,41,288,53
38,42,155,28
38,43,543,99
38,44,421,76
38,45,1301,226
38,46,1301,226
38,47,308,57
38,48,418,74
38,49,262,47
38,50,231,42
38,51,494,89
38,52,155,28
38,53,1029,186
38,54,2210,438
38,55,956,173
38,56,1701,300
38,57,346,63
38,58,277,51
38,59,269,49
38,60,2265,447
38,61,62,12
38,62,874,157
38,63,534,93
38,64,338,60
38,65,294,53
38,66,294,53
38,67,55,11
38,68,159,29
38,69,480,89
38,70,31,7
38,71,654,175
38,72,878,156
38,73,257,47
38,74,775,140
38,75,207,39
38,76,273,47
38,77,1697,348
38,78,1697,348
38,79,535,97
38,80,2176,432
38,81,420,76
38,82,145,26
38,83,1175,206
38,84,490,90
38,85,1265,227
38,86,596,164
38,87,420,76
38,88,1230,215
38,89,1217,219
38,90,1026,183
38,91,1242,296
38,92,364,64
38,93,497,90
38,94,1479,253
38,95,346,60
38,96,353,65
38,97,464,81
38,98,486,88
38,99,415,72
38,100,1471,328
38,101,421,76
38,102,78,14
38,103,749,133
38,104,703,126
38,105,723,129
38,106,495,85
38,107,878,156
38,108,58,10
38,109,658,115
38,110,658,115
38,111,294,53
38,112,483,88
38,113,336,58
38,114,424,76
38,115,220,40
38,116,171,30
38,117,168,31
38,118,663,121
38,119,648,113
38,120,167,29
38,121,617,110
38,122,440,77
38,123,1780,312
38,124,549,125
38,125,441,80
38,126,194,35
38,127,633,112
38,128,851,154
38,129,167,29
38,130,450,78
39,1,176,33
39,2,738,129
39,3,738,129
39,4,893,158
39,5,907,155
39,6,907,155
39,7,653,119
39,8,956,169
39,9,1241,222
39,10,571,99
39,11,571,99
39,12,1390,246
39,13,669,123
39,14,785,135
39,15,653,119
39,16,815,143
39,17,932,161
39,18,1424,251
39,19,799,139
39,20,599,105
39,21,734,126
39,22,748,137
39,23,1590,282
39,24,945,170
39,25,836,144
39,26,994,179
39,27,620,106
39,28,795,140
39,29,572,101
39,30,1003,175
39,31,963,173
39,32,890,153
39,33,785,135
39,34,1041,185
39,35,1032,186
39,36,1549,340
39,37,30,28
39,38,428,75
39,40,1952,340
39,41,402,74
39,42,553,96
39,43,941,167
39,44,759,134
39,45,1415,247
39,46,1415,247
39,47,706,125
39,48,947,167
39,49,660,115
39,50,197,36
39,51,892,157
39,52,582,103
39,53,1427,254
39,54,2001,416
39,55,920,164
39,56,1442,380
39,57,460,84
39,58,151,27
39,59,159,29
39,60,2166,443
39,61,460,80
39,62,988,178
39,63,932,161
39,64,676,118
39,65,14,12
39,66,14,12
39,67,453,79
39,68,586,104
39,69,594,110
39,70,429,75
39,71,346,119
39,72,988,178
39,73,171,31
39,74,889,161
39,75,605,107
39,76,671,115
39,77,2095,416
39,78,2095,416
39,79,933,165
39,80,1968,410
39,81,205,36
39,82,543,94
39,83,1289,227
39,84,604,111
39,85,1284,229
39,86,288,109
39,87,205,36
39,88,1628,283
39,89,1069,193
39,90,1424,251
39,91,1228,294
39,92,702,122
39,93,895,158
39,94,1877,321
39,95,744,128
39,96,751,133
39,97,862,149
39,98,884,156
39,99,813,140
39,100,1457,326
39,101,819,144
39,102,506,89
39,103,1147,201
39,104,1101,194
39,105,1121,197
39,106,893,153
39,107,988,178
39,108,456,81
39,109,1056,183
39,110,1056,183
39,111,14,12
39,112,176,33
39,113,734,126
39,114,705,129
39,115,88,80
39,116,569,98
39,117,566,99
39,118,777,142
39,119,986,171
39,120,565,97
39,121,646,119
39,122,838,145
39,123,2178,380
39,124,351,139
39,125,133,25
39,126,592,103
39,127,1031,180
39,128,1249,222
39,129,565,97
39,130,848,146
40,1,1398,277
40,2,1217,215
40,3,1217,215
40,4,806,142
40,5,1817,316
40,6,1817,316
40,7,958,169
40,8,1068,188
40,9,624,112
40,10,1384,243
40,11,1384,243
40,12,620,110
40,13,923,162
40,14,1193,211
40,15,958,169
40,16,1139,201
40,17,1842,322
40,18,587,104
40,19,1709,300
40,20,1704,298
40,21,1644,287
40,22,959,200
40,23,507,91
40,24,649,117
40,25,1248,221
40,26,600,108
40,27,1531,267
40,28,1159,205
40,29,1678,294
40,30,1913,336
40,31,631,114
40,32,1800,314
40,33,1695,296
40,34,1153,204
40,35,675,149
40,36,555,151
40,37,1873,330
40,38,1471,260
40,39,1903,335
40,41,1299,259
40,42,1402,246
40,43,1013,178
40,44,1500,267
40,45,291,81
40,46,291,81
40,47,1452,257
40,48,1187,211
40,49,1294,228
40,50,1504,293
40,51,1062,188
40,52,1656,290
40,53,525,92
40,54,1290,276
40,55,622,109
40,56,147,28
40,57,1241,249
40,58,1550,302
40,59,1542,300
40,60,940,215
40,61,1495,264
40,62,719,157
40,63,1842,322
40,64,1267,226
40,65,1889,333
40,66,1889,333
40,67,1501,265
40,68,1652,289
40,69,1191,241
40,70,1525,269
40,71,1419,322
40,72,606,110
40,73,1530,298
40,74,818,174
40,75,1468,258
40,76,1581,276
40,77,777,186
40,78,777,186
40,79,1173,209
40,80,1256,270
40,81,1693,327
40,82,1412,248
40,83,418,103
40,84,1201,242
40,85,581,104
40,86,1361,311
40,87,1693,327
40,88,604,103
40,89,533,96
40,90,587,104
40,91,860,236
40,92,1351,239
40,93,1758,309
40,94,559,91
40,95,1654,289
40,96,1614,284
40,97,1772,310
40,98,1124,200
40,99,1723,301
40,100,463,137
40,101,1682,295
40,102,1550,274
40,103,1093,191
40,104,1047,184
40,105,1067,187
40,106,1803,314
40,107,606,110
40,108,1413,250
40,109,1107,193
40,110,1107,193
40,111,1889,333
40,112,1445,285
40,113,1644,287
40,114,1010,179
40,115,1815,320
40,116,1480,259
40,117,1388,244
40,118,930,194
40,119,1394,247
40,120,1475,258
40,121,946,167
40,122,1748,306
40,123,54,10
40,124,1222,246
40,125,1441,284
40,126,1362,239
40,127,1941,341
40,128,705,124
40,129,1475,258
40,130,1758,307
41,1,448,80
41,2,598,100
41,3,598,100
41,4,547,98
41,5,767,126
41,6,767,126
41,7,274,49
41,8,816,140
41,9,840,148
41,10,431,70
41,11,431,70
41,12,1250,217
41,13,290,53
41,14,645,106
41,15,274,49
41,16,675,114
41,17,792,132
41,18,1284,222
41,19,659,110
41,20,459,76
41,21,594,97
41,22,347,63
41,23,708,126
41,24,566,100
41,25,696,115
41,26,615,109
41,27,480,77
41,28,655,111
41,29,432,72
41,30,863,146
41,31,584,103
41,32,750,124
41,33,645,106
41,34,901,156
41,35,631,112
41,36,1275,289
41,37,565,96
41,38,288,46
41,39,595,101
41,40,1164,198
41,42,413,67
41,43,801,138
41,44,528,95
41,45,1014,173
41,46,1014,173
41,47,566,96
41,48,807,138
41,49,520,86
41,50,205,34
41,51,752,128
41,52,442,74
41,53,1287,225
41,54,1726,365
41,55,541,94
41,56,1311,226
41,57,59,11
41,58,251,43
41,59,243,41
41,60,1892,392
41,61,319,51
41,62,587,104
41,63,792,132
41,64,536,89
41,65,581,99
41,66,581,99
41,67,313,50
41,68,446,75
41,69,193,36
41,70,289,46
41,71,457,148
41,72,609,108
41,73,231,39
41,74,488,87
41,75,465,78
41,76,531,86
41,77,1955,387
41,78,1955,387
41,79,793,136
41,80,1693,359
41,81,394,68
41,82,403,65
41,83,888,153
41,84,203,37
41,85,883,155
41,86,399,137
41,87,394,68
41,88,1488,254
41,89,690,123
41,90,1284,222
41,91,954,243
41,92,562,93
41,93,755,129
41,94,1737,292
41,95,604,99
41,96,611,104
41,97,722,120
41,98,744,127
41,99,673,111
41,100,1183,275
41,101,679,115
41,102,366,60
41,103,1007,172
41,104,961,165
41,105,981,168
41,106,753,124
41,107,609,108
41,108,316,52
41,109,916,154
41,110,916,154
41,111,581,99
41,112,448,80
41,113,594,97
41,114,326,59
41,115,507,86
41,116,429,69
41,117,426,70
41,118,376,68
41,119,846,142
41,120,425,68
41,121,267,49
41,122,698,116
41,123,1218,208
41,124,261,72
41,125,405,72
41,126,452,74
41,127,891,151
41,128,1109,193
41,129,425,68
41,130,708,117
42,1,678,122
42,2,185,33
42,3,185,33
42,4,578,104
42,5,415,70
42,6,415,70
42,7,498,89
42,8,404,73
42,9,1154,207
42,10,18,3
42,11,18,3
42,12,838,150
42,13,663,118
42,14,378,65
42,15,498,89
42,16,262,47
42,17,440,76
42,18,871,155
42,19,308,54
42,20,303,52
42,21,242,41
42,22,847,153
42,23,1038,186
42,24,920,167
42,25,429,74
42,26,969,176
42,27,129,21
42,28,243,44
42,29,277,48
42,30,511,90
42,31,938,170
42,32,398,68
42,33,293,50
42,34,489,89
42,35,968,172
42,36,1688,365
42,37,472,84
42,38,155,30
42,39,502,89
42,40,1400,244
42,41,413,76
42,43,388,70
42,44,444,80
42,45,1530,268
42,46,1530,268
42,47,167,30
42,48,394,71
42,49,108,19
42,50,356,65
42,51,339,61
42,52,255,44
42,53,875,158
42,54,2056,410
42,55,801,145
42,56,1547,272
42,57,472,86
42,58,402,74
42,59,394,72
42,60,2111,419
42,61,94,18
42,62,923,164
42,63,440,76
42,64,269,48
42,65,488,87
42,66,488,87
42,67,100,19
42,68,251,43
42,69,753,134
42,70,124,23
42,71,848,209
42,72,963,175
42,73,382,70
42,74,828,148
42,75,66,12
42,76,179,30
42,77,1543,320
42,78,1543,320
42,79,380,69
42,80,2022,404
42,81,707,125
42,82,10,2
42,83,1404,248
42,84,742,132
42,85,1111,199
42,86,790,198
42,87,707,125
42,88,1075,187
42,89,1063,191
42,90,871,155
42,91,1651,350
42,92,295,52
42,93,356,63
42,94,1324,225
42,95,252,43
42,96,212,38
42,97,370,64
42,98,331,60
42,99,321,55
42,100,1596,351
42,101,280,49
42,102,331,58
42,103,595,105
42,104,549,98
42,105,569,101
42,106,401,68
42,107,963,175
42,108,183,34
42,109,503,87
42,110,503,87
42,111,488,87
42,112,678,122
42,113,242,41
42,114,447,80
42,115,414,74
42,116,78,13
42,117,14,2
42,118,876,158
42,119,579,101
42,120,73,12
42,121,640,114
42,122,346,60
42,123,1625,284
42,124,674,148
42,125,635,114
42,126,40,7
42,127,539,95
42,128,697,126
42,129,73,12
42,130,356,61
43,1,1066,190
43,2,203,36
43,3,203,36
43,4,621,113
43,5,804,138
43,6,804,138
43,7,541,98
43,8,54,10
43,9,766,136
43,10,370,64
43,11,370,64
43,12,450,79
43,13,706,127
43,14,179,33
43,15,541,98
43,16,126,23
43,17,828,144
43,18,483,85
43,19,696,122
43,20,691,120
43,21,631,109
43,22,890,162
43,23,650,115
43,24,532,96
43,25,234,43
43,26,581,105
43,27,517,89
43,28,145,26
43,29,665,116
43,30,899,158
43,31,550,99
43,32,787,136
43,33,681,117
43,34,139,26
43,35,975,174
43,36,1583,343
43,37,860,152
43,38,458,82
43,39,890,157
43,40,1012,173
43,41,801,144
43,42,388,67
43,44,487,89
43,45,1142,197
43,46,1142,197
43,47,439,79
43,48,174,33
43,49,281,49
43,50,744,133
43,51,49,9
43,52,643,112
43,53,487,87
43,54,1667,339
43,55,413,74
43,56,1159,201
43,57,860,154
43,58,790,142
43,59,782,140
43,60,1722,348
43,61,482,86
43,62,847,151
43,63,828,143
43,64,254,48
43,65,876,155
43,66,876,155
43,67,488,87
43,68,639,111
43,69,796,143
43,70,512,91
43,71,1236,277
43,72,575,104
43,73,770,138
43,74,752,135
43,75,454,80
43,76,567,98
43,77,1154,249
43,78,1154,249
43,79,160,31
43,80,1633,333
43,81,1095,193
43,82,398,69
43,83,1016,177
43,84,785,141
43,85,723,128
43,86,1178,266
43,87,1095,193
43,88,687,117
43,89,675,120
43,90,483,85
43,91,1263,279
43,92,338,61
43,93,744,131
43,94,936,155
43,95,641,111
43,96,600,106
43,97,759,132
43,98,111,22
43,99,710,123
43,100,1491,329
43,101,668,117
43,102,537,96
43,103,206,34
43,104,160,27
