Origin,Destination,Distance,Time
62,94,1265,207
62,95,1175,200
62,96,1135,195
62,97,1293,221
62,98,909,158
62,99,1244,212
62,100,706,189
62,101,1203,206
62,102,952,163
62,103,927,158
62,104,881,151
62,105,901,154
62,106,1324,225
62,107,424,74
62,108,842,144
62,109,941,160
62,110,941,160
62,111,1167,202
62,112,769,160
62,113,1165,198
62,114,476,86
62,115,1093,189
62,116,1001,170
62,117,909,155
62,118,211,37
62,119,1156,198
62,120,996,169
62,121,284,51
62,122,1269,217
62,123,931,157
62,124,547,121
62,125,765,159
62,126,883,150
62,127,1462,252
62,128,710,121
62,129,996,169
62,130,1279,218
63,1,596,108
63,2,625,110
63,3,625,110
63,4,1018,181
63,5,147,26
63,6,147,26
63,7,938,166
63,8,844,150
63,9,1594,284
63,10,458,80
63,11,458,80
63,12,1278,227
63,13,1103,195
63,14,818,142
63,15,938,166
63,16,702,124
63,17,130,24
63,18,1311,232
63,19,226,40
63,20,363,65
63,21,282,50
63,22,1287,230
63,23,1478,263
63,24,1361,244
63,25,869,151
63,26,1410,253
63,27,311,54
63,28,683,121
63,29,389,70
63,30,201,38
63,31,1379,247
63,32,164,29
63,33,147,25
63,34,929,166
63,35,1408,249
63,36,1969,415
63,37,390,70
63,38,534,96
63,39,420,75
63,40,1840,321
63,41,792,142
63,42,440,77
63,43,828,148
63,44,884,157
63,45,1970,345
63,46,1970,345
63,47,593,106
63,48,835,148
63,49,548,96
63,50,617,111
63,51,779,138
63,52,377,67
63,53,1315,235
63,54,2496,487
63,55,1242,222
63,56,1987,349
63,57,851,152
63,58,571,102
63,59,579,104
63,60,2551,496
63,61,473,84
63,62,1363,241
63,64,709,125
63,65,406,73
63,66,406,73
63,67,479,85
63,68,373,66
63,69,985,178
63,70,503,89
63,71,766,195
63,72,1404,252
63,73,591,106
63,74,1268,225
63,75,492,88
63,76,261,45
63,77,1983,397
63,78,1983,397
63,79,821,146
63,80,2462,481
63,81,625,111
63,82,430,75
63,83,1844,325
63,84,995,179
63,85,1551,276
63,86,708,184
63,87,625,111
63,88,1516,264
63,89,1503,268
63,90,1311,232
63,91,1648,369
63,92,735,129
63,93,392,71
63,94,1764,302
63,95,292,52
63,96,386,69
63,97,410,73
63,98,772,137
63,99,361,64
63,100,1877,401
63,101,318,56
63,102,453,81
63,103,1035,182
63,104,989,175
63,105,1009,178
63,106,39,5
63,107,1404,252
63,108,562,100
63,109,944,164
63,110,944,164
63,111,406,73
63,112,596,108
63,113,282,50
63,114,887,157
63,115,332,60
63,116,362,63
63,117,454,80
63,118,1316,235
63,119,839,147
63,120,367,64
63,121,1080,191
63,122,386,69
63,123,2066,361
63,124,771,214
63,125,553,100
63,126,480,84
63,127,229,43
63,128,1137,203
63,129,367,64
63,130,396,70
64,1,946,166
64,2,108,18
64,3,108,18
64,4,501,88
64,5,684,114
64,6,684,114
64,7,421,73
64,8,177,31
64,9,1019,182
64,10,251,41
64,11,251,41
64,12,703,125
64,13,586,102
64,14,120,20
64,15,421,73
64,16,212,36
64,17,709,120
64,18,737,130
64,19,576,98
64,20,571,96
64,21,511,85
64,22,770,137
64,23,903,161
64,24,786,142
64,25,175,30
64,26,835,151
64,27,398,65
64,28,232,40
64,29,545,92
64,30,861,149
64,31,804,145
64,32,667,112
64,33,562,94
64,34,147,25
64,35,891,156
64,36,1836,389
64,37,740,128
64,38,338,57
64,39,770,133
64,40,1265,219
64,41,536,95
64,42,269,44
64,43,254,46
64,44,367,64
64,45,1395,243
64,46,1395,243
64,47,193,33
64,48,80,14
64,49,161,26
64,50,479,84
64,51,205,36
64,52,523,88
64,53,740,133
64,54,1921,385
64,55,667,120
64,56,1412,247
64,57,595,105
64,58,525,93
64,59,517,91
64,60,1976,394
64,61,362,62
64,62,846,148
64,63,709,120
64,65,756,131
64,66,756,131
64,67,368,63
64,68,519,87
64,69,676,118
64,70,392,67
64,71,1116,253
64,72,829,150
64,73,505,89
64,74,751,132
64,75,335,56
64,76,448,74
64,77,1408,295
64,78,1408,295
64,79,94,16
64,80,1887,379
64,81,668,118
64,82,279,46
64,83,1269,223
64,84,665,116
64,85,976,174
64,86,1058,242
64,87,668,118
64,88,941,162
64,89,928,166
64,90,737,130
64,91,1516,325
64,92,37,7
64,93,550,96
64,94,1190,200
64,95,521,87
64,96,416,72
64,97,639,108
64,98,143,25
64,99,590,99
64,100,1744,375
64,101,484,83
64,102,417,71
64,103,253,41
64,104,299,49
64,105,279,45
64,106,670,112
64,107,829,150
64,108,280,47
64,109,237,38
64,110,237,38
64,111,756,131
64,112,946,166
64,113,511,85
64,114,370,64
64,115,682,118
64,116,347,57
64,117,255,42
64,118,799,142
64,119,321,56
64,120,342,56
64,121,563,98
64,122,615,104
64,123,1491,259
64,124,829,169
64,125,903,158
64,126,229,37
64,127,888,154
64,128,562,101
64,129,342,56
64,130,625,105
65,1,190,35
65,2,752,131
65,3,752,131
65,4,907,160
65,5,921,157
65,6,921,157
65,7,667,121
65,8,970,171
65,9,1255,224
65,10,585,101
65,11,585,101
65,12,1404,248
65,13,683,125
65,14,799,137
65,15,667,121
65,16,829,145
65,17,946,163
65,18,1438,253
65,19,180,163
65,20,123,99
65,21,748,128
65,22,762,139
65,23,1604,284
65,24,959,172
65,25,850,146
65,26,1008,181
65,27,634,108
65,28,809,142
65,29,586,103
65,30,1017,177
65,31,977,175
65,32,904,155
65,33,799,137
65,34,1055,187
65,35,1046,188
65,36,1562,342
65,37,17,15
65,38,442,77
65,39,14,2
65,40,1966,342
65,41,416,76
65,42,567,98
65,43,955,169
65,44,773,136
65,45,1429,249
65,46,1429,249
65,47,720,127
65,48,961,169
65,49,674,117
65,50,211,38
65,51,906,159
65,52,596,105
65,53,1441,256
65,54,2014,418
65,55,934,166
65,56,1455,382
65,57,474,86
65,58,165,29
65,59,173,31
65,60,2179,445
65,61,474,82
65,62,1002,180
65,63,946,163
65,64,690,120
65,66,0,0
65,67,467,81
65,68,600,106
65,69,608,112
65,70,443,77
65,71,360,122
65,72,1002,180
65,73,185,33
65,74,903,163
65,75,619,109
65,76,685,117
65,77,2109,418
65,78,2109,418
65,79,947,167
65,80,1981,412
65,81,219,38
65,82,557,96
65,83,1303,229
65,84,618,113
65,85,1298,231
65,86,302,112
65,87,219,38
65,88,1642,285
65,89,1083,195
65,90,1438,253
65,91,1241,296
65,92,716,124
65,93,909,160
65,94,1891,323
65,95,758,130
65,96,765,135
65,97,876,151
65,98,898,158
65,99,827,142
65,100,1470,328
65,101,833,146
65,102,520,91
65,103,1161,203
65,104,1115,196
65,105,1135,199
65,106,907,155
65,107,1002,180
65,108,470,83
65,109,1070,185
65,110,1070,185
65,111,0,0
65,112,189,35
65,113,748,128
65,114,719,131
65,115,75,68
65,116,583,100
65,117,580,101
65,118,791,144
65,119,1000,173
65,120,579,99
65,121,660,121
65,122,852,147
65,123,2192,382
65,124,364,141
65,125,146,27
65,126,606,105
65,127,1045,182
65,128,1263,224
65,129,579,99
65,130,862,148
66,1,190,35
66,2,752,131
66,3,752,131
66,4,907,160
66,5,921,157
66,6,921,157
66,7,667,121
66,8,970,171
66,9,1255,224
66,10,585,101
66,11,585,101
66,12,1404,248
66,13,683,125
66,14,799,137
66,15,667,121
66,16,829,145
66,17,946,163
66,18,1438,253
66,19,180,163
66,20,123,99
66,21,748,128
66,22,762,139
66,23,1604,284
66,24,959,172
66,25,850,146
66,26,1008,181
66,27,634,108
66,28,809,142
66,29,586,103
66,30,1017,177
66,31,977,175
66,32,904,155
66,33,799,137
66,34,1055,187
66,35,1046,188
66,36,1562,342
66,37,17,15
66,38,442,77
66,39,14,2
66,40,1966,342
66,41,416,76
66,42,567,98
66,43,955,169
66,44,773,136
66,45,1429,249
66,46,1429,249
66,47,720,127
66,48,961,169
66,49,674,117
66,50,211,38
66,51,906,159
66,52,596,105
66,53,1441,256
66,54,2014,418
66,55,934,166
66,56,1455,382
66,57,474,86
66,58,165,29
66,59,173,31
66,60,2179,445
66,61,474,82
66,62,1002,180
66,63,946,163
66,64,690,120
66,65,0,0
66,67,467,81
66,68,600,106
66,69,608,112
66,70,443,77
66,71,360,122
66,72,1002,180
66,73,185,33
66,74,903,163
66,75,619,109
66,76,685,117
66,77,2109,418
66,78,2109,418
66,79,947,167
66,80,1981,412
66,81,219,38
66,82,557,96
66,83,1303,229
66,84,618,113
66,85,1298,231
66,86,302,112
66,87,219,38
66,88,1642,285
66,89,1083,195
66,90,1438,253
66,91,1241,296
66,92,716,124
66,93,909,160
66,94,1891,323
66,95,758,130
66,96,765,135
66,97,876,151
66,98,898,158
66,99,827,142
66,100,1470,328
66,101,833,146
66,102,520,91
66,103,1161,203
66,104,1115,196
66,105,1135,199
66,106,907,155
66,107,1002,180
66,108,470,83
66,109,1070,185
66,110,1070,185
66,111,0,0
66,112,189,35
66,113,748,128
66,114,719,131
66,115,75,68
66,116,583,100
66,117,580,101
66,118,791,144
66,119,1000,173
66,120,579,99
66,121,660,121
66,122,852,147
66,123,2192,382
66,124,364,141
66,125,146,27
66,126,606,105
66,127,1045,182
66,128,1263,224
66,129,579,99
66,130,862,148
67,1,538,99
67,2,285,50
67,3,285,50
67,4,581,104
67,5,454,76
67,6,454,76
67,7,501,89
67,8,503,90
67,9,1253,224
67,10,118,20
67,11,118,20
67,12,937,167
67,13,603,110
67,14,477,82
67,15,501,89
67,16,362,64
67,17,479,82
67,18,971,172
67,19,346,60
67,20,226,41
67,21,281,47
67,22,660,120
67,23,1137,203
67,24,1020,184
67,25,528,91
67,26,1069,193
67,27,167,27
67,28,342,61
67,29,199,37
67,30,550,96
67,31,1038,187
67,32,437,74
67,33,332,56
67,34,588,106
67,35,944,169
67,36,1588,346
67,37,332,61
67,38,55,11
67,39,362,66
67,40,1499,261
67,41,313,57
67,42,100,17
67,43,488,88
67,44,447,80
67,45,1629,285
67,46,1629,285
67,47,253,46
67,48,494,88
67,49,207,36
67,50,256,46
67,51,439,78
67,52,293,50
67,53,974,175
67,54,2155,427
67,55,901,162
67,56,1646,289
67,57,371,68
67,58,302,55
67,59,294,53
67,60,2210,436
67,61,6,1
67,62,900,161
67,63,479,82
67,64,368,65
67,65,348,64
67,66,348,64
67,68,289,49
67,69,506,93
67,70,24,4
67,71,708,186
67,72,1063,192
67,73,282,51
67,74,801,144
67,75,152,28
67,76,218,36
67,77,1642,337
67,78,1642,337
67,79,480,86
67,80,2121,421
67,81,445,80
67,82,90,15
67,83,1503,265
67,84,516,94
67,85,1210,216
67,86,650,175
67,87,445,80
67,88,1175,204
67,89,1162,208
67,90,971,172
67,91,1267,300
67,92,394,69
67,93,442,79
67,94,1424,242
67,95,291,49
67,96,298,54
67,97,409,70
67,98,431,77
67,99,360,61
67,100,1496,332
67,101,366,65
67,102,133,25
67,103,694,122
67,104,648,115
67,105,668,118
67,106,440,74
67,107,1063,192
67,108,83,15
67,109,603,104
67,110,603,104
67,111,348,64
67,112,537,99
67,113,281,47
67,114,450,80
67,115,274,51
67,116,116,19
67,117,113,20
67,118,689,125
67,119,678,118
67,120,112,18
67,121,580,106
67,122,385,66
67,123,1725,301
67,124,574,129
67,125,495,91
67,126,139,24
67,127,578,101
67,128,796,143
67,129,112,18
67,130,395,67
68,1,365,67
68,2,436,74
68,3,436,74
68,4,828,145
68,5,349,57
68,6,349,57
68,7,748,130
68,8,655,114
68,9,1405,248
68,10,269,44
68,11,269,44
68,12,1088,191
68,13,913,159
68,14,628,106
68,15,748,130
68,16,513,88
68,17,374,63
68,18,1122,196
68,19,241,41
68,20,52,9
68,21,176,28
68,22,792,144
68,23,1289,227
68,24,1171,208
68,25,679,115
68,26,1220,217
68,27,122,18
68,28,493,85
68,29,26,5
68,30,445,77
68,31,1189,211
68,32,332,55
68,33,227,37
68,34,740,130
68,35,1218,213
68,36,1738,374
68,37,159,29
68,38,159,28
68,39,189,34
68,40,1651,285
68,41,446,81
68,42,251,41
68,43,639,112
68,44,694,121
68,45,1781,309
68,46,1781,309
68,47,404,70
68,48,645,112
68,49,358,60
68,50,386,70
68,51,590,102
68,52,4,1
68,53,1126,199
68,54,2306,451
68,55,1052,186
68,56,1798,313
68,57,504,91
68,58,340,61
68,59,348,63
68,60,2361,460
68,61,283,48
68,62,1173,205
68,63,373,63
68,64,519,89
68,65,175,32
68,66,175,32
68,67,289,49
68,69,638,117
68,70,189,35
68,71,535,154
68,72,1214,216
68,73,360,65
68,74,1078,189
68,75,303,52
68,76,113,17
68,77,1793,361
68,78,1793,361
68,79,631,110
68,80,2272,445
68,81,394,70
68,82,241,39
68,83,1655,289
68,84,648,118
68,85,1362,240
68,86,477,143
68,87,394,70
68,88,1326,228
68,89,1314,232
68,90,1122,196
68,91,1417,328
68,92,545,93
68,93,447,77
68,94,1575,266
68,95,186,30
68,96,417,72
68,97,304,51
68,98,582,101
68,99,255,42
68,100,1646,360
68,101,350,59
68,102,80,15
68,103,845,146
68,104,799,139
68,105,819,142
68,106,335,55
68,107,1214,216
68,108,217,39
68,109,754,128
68,110,754,128
68,111,175,32
68,112,364,67
68,113,176,28
68,114,697,121
68,115,101,19
68,116,173,27
68,117,265,44
68,118,821,149
68,119,829,142
68,120,177,28
68,121,890,155
68,122,280,47
68,123,1876,325
68,124,707,153
68,125,322,59
68,126,290,48
68,127,473,82
68,128,947,167
68,129,177,28
68,130,290,48
69,1,328,82
69,2,592,100
69,3,592,100
69,4,527,94
69,5,960,159
69,6,960,159
69,7,254,46
69,8,811,140
69,9,647,112
69,10,624,103
69,11,624,103
69,12,1245,217
69,13,252,44
69,14,785,131
69,15,254,46
69,16,670,114
69,17,985,165
69,18,1279,222
69,19,852,143
69,20,651,109
69,21,787,130
69,22,154,27
69,23,763,131
69,24,546,96
69,25,836,140
69,26,595,105
69,27,673,110
69,28,650,111
69,29,624,105
69,30,1056,179
69,31,564,99
69,32,943,157
69,33,838,139
69,34,810,136
69,35,438,76
69,36,1167,268
69,37,757,129
69,38,480,79
69,39,787,134
69,40,1271,215
69,41,193,33
69,42,606,100
69,43,796,138
69,44,508,91
69,45,821,137
69,46,821,137
69,47,803,136
69,48,756,128
69,49,645,108
69,50,397,67
69,51,746,128
69,52,634,107
69,53,785,136
69,54,1618,344
69,55,521,90
69,56,1418,243
69,57,134,23
69,58,443,76
69,59,435,74
69,60,1810,356
69,61,512,84
69,62,394,68
69,63,985,165
69,64,676,114
69,65,773,132
69,66,773,132
69,67,506,83
69,68,638,108
69,70,482,79
69,71,349,127
69,72,589,104
69,73,423,72
69,74,295,51
69,75,658,111
69,76,724,119
69,77,1697,357
69,78,1697,357
69,79,770,130
69,80,1585,338
69,81,586,101
69,82,596,98
69,83,695,117
69,84,10,2
69,85,690,119
69,86,291,116
69,87,586,101
69,88,1483,254
69,89,738,127
69,90,1279,222
69,91,872,207
69,92,702,118
69,93,1160,199
69,94,1732,292
69,95,797,132
69,96,804,137
69,97,915,153
69,98,739,127
69,99,866,144
69,100,1075,254
69,101,872,148
69,102,558,93
69,103,1002,172
69,104,956,165
69,105,976,168
69,106,946,157
69,107,589,104
69,108,508,85
69,109,911,154
69,110,911,154
69,111,773,132
69,112,375,90
69,113,787,130
69,114,306,55
69,115,699,119
69,116,622,102
69,117,619,103
69,118,183,32
69,119,986,167
69,120,618,101
69,121,229,40
69,122,891,149
69,123,1325,225
69,124,153,51
69,125,371,89
69,126,713,119
69,127,1084,184
69,128,1104,193
69,129,618,101
69,130,901,150
70,1,514,95
70,2,309,54
70,3,309,54
70,4,557,100
70,5,478,80
70,6,478,80
70,7,477,85
70,8,527,94
70,9,1277,228
70,10,142,24
70,11,142,24
70,12,961,171
70,13,579,106
70,14,501,86
70,15,477,85
70,16,386,68
70,17,503,86
70,18,995,176
70,19,370,64
70,20,202,37
70,21,305,51
70,22,636,116
70,23,1161,207
70,24,1044,188
70,25,552,95
70,26,1093,197
70,27,191,31
70,28,366,65
70,29,175,33
70,30,574,100
70,31,1062,191
70,32,461,78
70,33,356,60
70,34,612,110
70,35,920,165
70,36,1564,342
70,37,308,57
70,38,31,7
70,39,338,62
70,40,1523,265
70,41,289,53
70,42,124,21
70,43,512,92
70,44,423,76
70,45,1303,226
70,46,1303,226
70,47,277,50
70,48,518,92
70,49,231,40
70,50,232,42
70,51,463,82
70,52,185,35
70,53,998,179
70,54,2179,431
70,55,925,166
70,56,1670,293
70,57,348,63
70,58,278,51
70,59,270,49
70,60,2234,440
70,61,30,5
70,62,876,157
70,63,503,86
70,64,392,69
70,65,324,60
70,66,324,60
70,67,24,4
70,68,189,36
70,69,482,89
70,71,684,182
70,72,1087,196
70,73,258,47
70,74,777,140
70,75,176,32
70,76,242,40
70,77,1666,341
70,78,1666,341
70,79,504,90
70,80,2145,425
70,81,421,76
70,82,114,19
70,83,1177,206
70,84,492,90
70,85,1234,220
70,86,626,171
70,87,421,76
70,88,1199,208
70,89,1186,212
70,90,995,176
70,91,1243,296
70,92,418,73
70,93,466,83
70,94,1448,246
70,95,315,53
70,96,322,58
70,97,433,74
70,98,455,81
70,99,384,65
70,100,1472,328
70,101,390,69
70,102,109,21
70,103,718,126
70,104,672,119
70,105,692,122
70,106,464,78
70,107,1087,196
70,108,59,11
70,109,627,108
70,110,627,108
70,111,324,60
70,112,513,95
70,113,305,51
70,114,426,76
70,115,250,47
70,116,140,23
70,117,137,24
70,118,665,121
70,119,702,122
70,120,136,22
70,121,556,102
70,122,409,70
70,123,1749,305
70,124,550,125
70,125,471,87
70,126,163,28
70,127,602,105
70,128,820,147
70,129,136,22
70,130,419,71
71,1,170,86
71,2,1551,296
71,3,1551,296
71,4,876,223
71,5,1073,212
71,6,1073,212
71,7,603,174
71,8,1770,336
71,9,1064,270
71,10,1384,266
71,11,1384,266
71,12,2204,413
71,13,601,173
71,14,1744,328
71,15,603,174
71,16,1629,310
71,17,1056,210
71,18,2238,418
71,19,1153,226
71,20,1290,251
71,21,1208,236
71,22,503,156
71,23,1180,289
71,24,895,225
71,25,1795,337
71,26,944,234
71,27,1237,240
71,28,1609,307
71,29,889,219
71,30,1127,224
71,31,913,228
71,32,1090,215
71,33,1073,211
71,34,1855,352
71,35,787,205
71,36,1394,262
71,37,1317,256
71,38,745,193
71,39,346,204
71,40,1434,331
71,41,457,147
71,42,1366,263
71,43,1755,334
71,44,857,220
71,45,1244,296
71,46,1244,296
71,47,1519,292
71,48,1761,334
71,49,1474,282
71,50,662,181
71,51,1706,324
71,52,1304,253
71,53,1342,316
71,54,1846,338
71,55,870,219
71,56,1287,302
71,57,399,137
71,58,708,190
71,59,700,188
71,60,2011,365
71,61,777,198
71,62,743,197
71,63,926,186
71,64,1635,311
71,65,360,216
71,66,360,216
71,67,770,197
71,68,1300,252
71,69,349,129
71,70,746,193
71,72,938,233
71,73,688,186
71,74,644,180
71,75,1418,274
71,76,1187,232
71,77,1925,351
71,78,1925,351
71,79,1747,332
71,80,1813,332
71,81,421,185
71,82,1356,261
71,83,1118,276
71,84,359,130
71,85,1106,277
71,86,58,10
71,87,421,185
71,88,2442,450
71,89,1154,285
71,90,2238,418
71,91,1073,216
71,92,1661,315
71,93,1318,257
71,94,1996,422
71,95,1218,238
71,96,1312,255
71,97,1336,259
71,98,1698,323
71,99,1287,250
71,100,1302,248
71,101,1244,242
71,102,823,207
71,103,1961,368
71,104,1915,361
71,105,1935,364
71,106,965,191
71,107,938,233
71,108,773,199
71,109,1870,350
71,110,1870,350
71,111,360,216
71,112,246,99
71,113,1208,236
71,114,655,184
71,115,1259,246
71,116,1288,249
71,117,1380,266
71,118,532,161
71,119,1765,333
71,120,1293,250
71,121,578,169
71,122,1312,255
71,123,1432,329
71,124,196,61
71,125,214,93
71,126,1406,270
71,127,1155,229
71,128,2063,389
71,129,1293,250
71,130,1322,256
72,1,917,187
72,2,778,136
72,3,778,136
72,4,319,57
72,5,1379,237
72,6,1379,237
72,7,403,72
72,8,630,109
72,9,171,31
72,10,945,164
72,11,945,164
72,12,509,87
72,13,369,65
72,14,755,132
72,15,403,72
72,16,701,122
72,17,1404,243
72,18,542,92
72,19,1271,221
72,20,1266,219
72,21,1206,208
72,22,524,94
72,23,99,18
72,24,43,8
72,25,810,142
72,26,6,1
72,27,1092,188
72,28,721,126
72,29,1240,215
72,30,1475,257
72,31,26,5
72,32,1362,235
72,33,1257,217
72,34,715,125
72,35,380,69
72,36,989,238
72,37,1435,251
72,38,878,150
72,39,1465,256
72,40,606,102
72,41,609,106
72,42,963,167
72,43,575,99
72,44,657,118
72,45,547,92
72,46,547,92
72,47,1014,178
72,48,749,132
72,49,856,149
72,50,814,140
72,51,624,109
72,52,1218,211
72,53,261,45
72,54,1661,333
72,55,162,28
72,56,753,130
72,57,643,112
72,58,837,145
72,59,830,143
72,60,1606,323
72,61,1057,185
72,62,424,77
72,63,1404,243
72,64,829,147
72,65,1451,254
72,66,1451,254
72,67,1063,186
72,68,1214,210
72,69,589,105
72,70,1087,190
72,71,938,232
72,73,818,141
72,74,407,73
72,75,1029,179
72,76,1143,197
72,77,1214,257
72,78,1214,257
72,79,735,130
72,80,1693,341
72,81,980,170
72,82,973,169
72,83,421,72
72,84,579,103
72,85,129,23
72,86,880,221
72,87,980,170
72,88,747,124
72,89,81,15
72,90,542,92
72,91,668,174
72,92,913,160
72,93,1319,230
72,94,995,162
72,95,1216,210
72,96,1175,205
72,97,1334,231
72,98,686,121
72,99,1285,222
72,100,897,224
72,101,1243,216
72,102,957,164
72,103,655,112
72,104,609,105
72,105,629,108
72,106,1365,235
72,107,1,0
72,108,820,140
72,109,669,114
72,110,669,114
72,111,1451,254
72,112,964,195
72,113,1206,208
72,114,455,82
72,115,1377,241
72,116,1041,180
72,117,950,165
72,118,495,88
72,119,956,168
72,120,1037,179
72,121,392,70
72,122,1310,227
72,123,660,112
72,124,742,156
72,125,991,174
72,126,924,160
72,127,1503,262
72,128,440,76
72,129,1037,179
72,130,1320,228
73,1,217,41
73,2,567,98
73,3,567,98
73,4,722,127
73,5,736,124
73,6,736,124
73,7,483,88
73,8,785,138
73,9,1070,191
73,10,400,68
73,11,400,68
73,12,1219,215
73,13,499,92
73,14,614,104
73,15,483,88
73,16,644,112
73,17,761,130
73,18,1253,220
73,19,628,108
73,20,428,74
73,21,563,95
73,22,577,106
73,23,1419,251
73,24,775,139
73,25,665,113
73,26,824,148
73,27,449,75
73,28,624,109
73,29,401,70
73,30,832,144
73,31,793,142
73,32,719,122
73,33,614,104
73,34,870,154
73,35,861,155
73,36,1590,348
73,37,534,94
73,38,257,44
73,39,171,93
73,40,1781,309
73,41,231,43
73,42,382,65
73,43,770,136
73,44,588,103
73,45,1244,216
73,46,1244,216
73,47,535,94
73,48,776,136
73,49,489,84
73,50,27,5
73,51,721,126
73,52,411,72
73,53,1256,223
73,54,2437,475
73,55,750,133
73,56,1928,337
73,57,289,53
73,58,19,4
73,59,12,2
73,60,2492,484
73,61,289,49
73,62,817,147
73,63,761,130
73,64,505,87
73,65,550,97
73,66,550,97
73,67,282,48
73,68,415,73
73,69,423,79
73,70,258,44
73,71,387,128
73,72,818,147
73,74,718,130
73,75,434,76
73,76,500,84
73,77,1924,385
73,78,1924,385
73,79,762,134
73,80,2403,469
73,81,162,29
73,82,372,63
73,83,1118,196
73,84,433,80
73,85,1113,198
73,86,329,117
73,87,162,29
73,88,1457,252
73,89,899,162
73,90,1253,220
73,91,1269,302
73,92,531,91
73,93,724,127
73,94,1706,290
73,95,573,97
73,96,580,102
73,97,691,118
73,98,713,125
73,99,642,109
73,100,1498,334
73,101,648,113
73,102,335,58
73,103,976,170
73,104,930,163
73,105,950,166
73,106,722,122
73,107,818,147
73,108,285,50
73,109,885,152
73,110,885,152
73,111,550,97
73,112,217,41
73,113,563,95
73,114,535,98
73,115,476,84
73,116,398,67
73,117,395,68
73,118,606,111
73,119,815,140
73,120,394,66
73,121,476,88
73,122,667,114
73,123,2007,349
73,124,492,115
73,125,174,33
73,126,421,72
73,127,860,149
73,128,1078,191
73,129,394,66
73,130,677,115
74,1,623,135
74,2,667,115
74,3,667,115
74,4,494,87
74,5,1243,211
74,6,1243,211
74,7,330,60
74,8,806,139
74,9,352,61
74,10,810,138
74,11,810,138
74,12,878,149
74,13,165,30
74,14,860,146
74,15,330,60
74,16,745,129
74,17,1268,217
74,18,911,154
74,19,1135,195
74,20,946,162
74,21,1070,182
74,22,141,25
74,23,468,80
74,24,363,64
74,25,911,155
74,26,412,73
74,27,957,162
74,28,725,126
74,29,919,158
74,30,1339,231
74,31,381,67
74,32,1226,209
74,33,1121,191
74,34,891,155
74,35,143,25
74,36,897,220
74,37,1052,182
74,38,775,132
74,39,1082,187
74,40,976,164
74,41,488,86
74,42,828,141
74,43,751,129
74,44,584,106
74,45,526,86
74,46,526,86
74,47,878,151
74,48,831,143
74,49,720,123
74,50,692,120
74,51,800,139
74,52,1082,185
74,53,631,107
74,54,1570,315
74,55,338,58
74,56,1123,192
74,57,429,76
74,58,738,129
74,59,730,127
74,60,1515,305
74,61,807,137
74,62,99,17
74,63,1268,217
74,64,751,129
74,65,1068,185
74,66,1068,185
74,67,801,136
74,68,1078,184
74,69,295,53
74,70,777,132
74,71,644,180
74,72,406,72
74,73,718,125
74,75,894,153
74,76,1007,171
74,77,1427,309
74,78,1427,309
74,79,845,145
74,80,1603,321
74,81,881,154
74,82,838,143
74,83,400,66
74,84,285,51
74,85,395,68
74,86,586,169
74,87,881,154
74,88,1116,186
74,89,443,76
74,90,911,154
74,91,577,156
74,92,777,133
74,93,1235,214
74,94,1364,224
74,95,1080,184
74,96,1040,179
74,97,1198,205
74,98,814,142
74,99,1149,196
74,100,805,206
74,101,1108,190
74,102,853,146
74,103,831,142
74,104,785,135
74,105,805,138
74,106,1229,209
74,107,406,72
74,108,747,128
74,109,845,144
74,110,845,144
74,111,1068,185
74,112,670,143
74,113,1070,182
74,114,381,70
74,115,994,172
74,116,906,154
74,117,814,139
74,118,112,20
74,119,1061,182
74,120,901,153
74,121,188,35
74,122,1174,201
74,123,1030,174
74,124,448,104
74,125,666,142
74,126,788,134
74,127,1367,236
74,128,721,125
74,129,901,153
74,130,1184,202
75,1,730,130
75,2,251,42
75,3,251,42
75,4,644,113
75,5,384,65
75,6,384,65
75,7,564,98
75,8,470,82
75,9,1220,216
75,10,84,12
75,11,84,12
75,12,904,159
75,13,729,127
75,14,444,74
75,15,564,98
75,16,328,56
75,17,492,84
75,18,937,164
75,19,360,62
75,20,355,60
75,21,294,49
75,22,913,162
75,23,1104,195
75,24,986,176
75,25,330,57
75,26,1035,185
75,27,181,29
75,28,309,53
75,29,329,56
75,30,602,104
75,31,1004,179
75,32,368,63
75,33,345,58
75,34,555,98
75,35,1034,181
75,36,1740,373
75,37,524,92
75,38,207,38
75,39,554,97
75,40,1466,253
75,41,465,84
75,42,66,9
75,43,454,80
75,44,510,89
75,45,1596,277
75,46,1596,277
75,47,101,18
75,48,460,80
75,49,174,28
75,50,408,73
75,51,405,70
75,52,307,52
75,53,941,167
75,54,2122,419
75,55,867,154
75,56,1613,281
75,57,524,94
75,58,454,82
75,59,446,80
75,60,2177,428
75,61,146,26
75,62,989,173
75,63,492,84
75,64,335,57
75,65,540,95
75,66,540,95
75,67,152,27
75,68,303,51
75,69,658,120
75,70,176,31
75,71,900,217
75,72,1029,184
75,73,434,78
75,74,894,157
75,76,231,38
75,77,1609,329
75,78,1609,329
75,79,446,78
75,80,2088,413
75,81,759,133
75,82,62,10
75,83,1470,257
75,84,808,141
75,85,1177,208
75,86,842,206
75,87,759,133
75,88,1141,196
75,89,1129,200
75,90,937,164
75,91,1717,359
75,92,361,61
75,93,291,51
75,94,1390,234
75,95,304,51
75,96,146,26
75,97,338,59
75,98,397,69
75,99,373,63
75,100,1648,359
75,101,214,37
75,102,383,66
75,103,661,114
75,104,615,107
75,105,635,110
